text,category,encode_cat
What's your hunch? Yeah.,question,0
"Yeah. So I'm wondering, um, if there are things that you think, ""Well, I can see that that's got me into trouble,"" and, you know, kind of cops aside, things that might have got you into-into trouble.",other,3
-and what the tests say kind of like don't join up.,reflection,2
"Yeah, okay. Um, and-and so that's a lot going on right now for you? Yeah.",reflection,2
Okay. And what sort of situations are you in?,question,0
- a cancer. Is that-- Have I got the-,reflection,2
"Uh, yeah, it does. Uh, I am yet to- it-it seems to me just in this time we've been talking together that you, um, um, do have a sense that a lot of it has to do-do with, uh, timing, luck, who you know, and being, are you able to have that conversation where you know that you can sell yourself and your skills and, um, and your competencies and the fact that you've overcome so many things like, um, substance abuse problem and, uh, have been, you know, uh, a good upstanding citizen all this time. Um, to me, if I were an employer, you know, I would- I would be impressed with that.",reflection,2
"Okay, yes, so you’ve got this real sense of, ""I've gotta do something.""",reflection,2
"I don't-- you tell me. I mean, um, you're-you're drinking four a day.",therapist_input,1
That's a priority.,reflection,2
"Generally, it works well if you find a time when you're not under a huge amount of other stresses and strains.",therapist_input,1
"Well, what-what are her hopes for you, Billy?",question,0
"Well, Ruth, it sounds like you're very frustrated first of all. And you're saying that you're just tired. You've lost all your willpower.",reflection,2
"Yeah. Yeah, so-so, you fluttered last night with them?",question,0
Okay. But it sounds to me too like part of you really does want to quit?,reflection,2
"Mm-hmm. Well, in this country, the guidelines are men can drink up to 14 drinks a week or up to four on one occasion and still be low risk.",therapist_input,1
"Well, how do you think your drinking relates to the depression you've experienced?",question,0
"Yeah. Okay. So, what I'm really interested in is how offending fits in with that picture, that dream.",question,0
"Yeah. So why-why do you want to-- what do you wanna do with that? You want to look different, or--?",question,0
I gotcha. Okay.,other,3
"Okay. Well, your sanction is you'll be placed on university disciplinary probation and you'll have to attend an alcohol education seminar that'll cost you $150. Also, disciplinary action is progressive and cumulative, meaning that any further violations will result in suspension for one semester or longer.",therapist_input,1
All right. Do you have any concerns at all about your alcohol use?,question,0
"Okay, I can respect that. You-you really have to go with kind of your gut and follow your own intuition on that. Um, what about the baby's father, is he of any help?",question,0
"Okay, yeah yeah sure, you're already taking a huge step forward in many ways by coming along to-to start talking about it.",other,3
"Well, I don't know about that. Um. That-- you know, it's really important that you get your, um, not just your cardiovascular-- that's a good idea for the cardiovascular, but also, you know, your, um, weightlifting, the [inaudible 00:01:32] [crosstalk]",therapist_input,1
"Oh, that was blackout type?",question,0
"So your-your-your doctor told you that if your cholesterol remains elevated, you're at risk of stroke or heart attack?",therapist_input,1
"Okay, so she's- she's got a job.",reflection,2
"No, no. That's--",therapist_input,1
It might be a bit extreme to-,reflection,2
"And, uh, um, you do this how often?",question,0
"Well, great. I recommend that you not use Methamphetamine at all but what you do is up to you.",therapist_input,1
